stn,region_name,sea,year,period,date,lat,lon,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG,플라스틱류_N,종이_N,스티로폼_N,목재_N,금속_N,천연 섬유_N,유리_N,고무_N,의료 및 개인위생_N,흡연_불꽃놀이_N,외국기인_N,기타_혼합재질_N,계_N,플라스틱류_KG,종이_KG,스티로폼_KG,목재_KG,금속_KG,천연 섬유_KG,유리_KG,고무_KG,의료 및 개인위생_KG,흡연_불꽃놀이_KG,외국기인_KG,기타_혼합재질_KG,계_KG
S05A,부안 변산,서해,2015,3,15-Mar,35.68772,126.53275,198,14,79,15,19,31,11,1,1,6,7,2,373,26.9,1,37.3,121,2.5,4,1,1,1,1,1,1,187.7,2.3,1.15,1.9,1.18,1.28,1.49,1.04,0,0,0.78,0.85,0.3,2.57,1.43,0,1.57,2.08,0.4,0.6,0,0,0,0,0,0,2.27
S05A,부안 변산,서해,2015,4,15-Apr,35.68772,126.53275,113,5,57,6,13,16,4,1,1,4,1,4,214,12.5,1,4.82,4,1,1,1,1,1,1,1,1,19.32,2.05,0.7,1.76,0.78,1.11,1.2,0.6,0,0,0.6,0,0.6,2.33,1.1,0,0.68,0.6,0,0,0,0,0,0,0,0,1.29
S05A,부안 변산,서해,2015,5,15-May,35.68772,126.53275,202,1,184,19,6,8,6,1,1,1,6,1,425,25.7,1,18,21,1,1,1,1,1,1,1,1,62.7,2.31,0,2.26,1.28,0.78,0.9,0.78,0,0,0,0.78,0,2.63,1.41,0,1.26,1.32,0,0,0,0,0,0,0,0,1.8
S05A,부안 변산,서해,2015,6,15-Jun,35.68772,126.53275,182,1,66,23,3,4,10,2,1,6,2,5,294,5.1,1,201.43,21,21,2,1,1,1,1,1,1.5,247.03,2.26,0,1.82,1.36,0.48,0.6,1,0.3,0,0.78,0.3,0.7,2.47,0.71,0,2.3,1.32,1.32,0.3,0,0,0,0,0,0.18,2.39
S05A,부안 변산,서해,2016,1,16-Jan,35.68772,126.53275,127,2,36,18,5,6,5,2,3,4,3,4,204,13.6,1.3,102.2,20.5,11.5,2.5,1,1,1.4,1,1.3,2.3,148.6,2.1,0.3,1.56,1.26,0.7,0.78,0.7,0.3,0.48,0.6,0.48,0.6,2.31,1.13,0.11,2.01,1.31,1.06,0.4,0,0,0.15,0,0.11,0.36,2.17
S05A,부안 변산,서해,2016,2,16-Feb,35.68772,126.53275,127,2,36,18,5,6,5,2,3,4,3,4,204,13.6,1.3,102.2,20.5,11.5,2.5,1,1,1.4,1,1.3,2.3,148.6,2.1,0.3,1.56,1.26,0.7,0.78,0.7,0.3,0.48,0.6,0.48,0.6,2.31,1.13,0.11,2.01,1.31,1.06,0.4,0,0,0.15,0,0.11,0.36,2.17
S05A,부안 변산,서해,2016,3,16-Mar,35.68772,126.53275,61,3,6,12,5,7,1,1,2,1,2,2,92,22,1.5,3,20,2,3,1,1,1.7,1,1.5,3,49.7,1.79,0.48,0.78,1.08,0.7,0.85,0,0,0.3,0,0.3,0.3,1.96,1.34,0.18,0.48,1.3,0.3,0.48,0,0,0.23,0,0.18,0.48,1.7
S05A,부안 변산,서해,2016,4,16-Apr,35.68772,126.53275,97,8,10,1,21,5,7,3,1,2,1,1,146,6,1.5,16,1,2,3,2.2,1,1,1.01,1,1,25.71,1.99,0.9,1,0,1.32,0.7,0.85,0.48,0,0.3,0,0,2.16,0.78,0.18,1.2,0,0.3,0.48,0.34,0,0,0,0,0,1.41
S05A,부안 변산,서해,2016,5,16-May,35.68772,126.53275,44,2,9,1,4,1,4,3,1,11,5,1,75,5,1.5,2.5,1,1.5,1,2,2,1,1.5,2.5,1,11.5,1.64,0.3,0.95,0,0.6,0,0.6,0.48,0,1.04,0.7,0,1.88,0.7,0.18,0.4,0,0.18,0,0.3,0.3,0,0.18,0.4,0,1.06
S05A,부안 변산,서해,2016,6,16-Jun,35.68772,126.53275,6,3,1,1,7,1,4,3,1,15,1,1,33,3,1.5,1,1,2,1,2,2,1,1.7,1,1,7.2,0.78,0.48,0,0,0.85,0,0.6,0.48,0,1.18,0,0,1.52,0.48,0.18,0,0,0.3,0,0.3,0.3,0,0.23,0,0,0.86
S05A,부안 변산,서해,2017,1,17-Jan,35.68772,126.53275,59,4,26,2,4,4,3,1,1,1,1,1,96,51,1.5,18,2,1.5,3,1.5,1,1,1,1,1,72.5,1.77,0.6,1.41,0.3,0.6,0.6,0.48,0,0,0,0,0,1.98,1.71,0.18,1.26,0.3,0.18,0.48,0.18,0,0,0,0,0,1.86
S05A,부안 변산,서해,2017,2,17-Feb,35.68772,126.53275,51,5,5,3,1,5,2,3,1,1,4,1,71,3.5,1.5,15.5,2,1,2,1.5,2,1,1,1.5,1,22.5,1.71,0.7,0.7,0.48,0,0.7,0.3,0.48,0,0,0.6,0,1.85,0.54,0.18,1.19,0.3,0,0.3,0.18,0.3,0,0,0.18,0,1.35
S05A,부안 변산,서해,2017,3,17-Mar,35.68772,126.53275,16,1,79,3,1,4,1,1,1,1,1,1,99,13,1,4,3,1,2.5,1,1,1,1,1,1,19.5,1.2,0,1.9,0.48,0,0.6,0,0,0,0,0,0,2,1.11,0,0.6,0.48,0,0.4,0,0,0,0,0,0,1.29
S05A,부안 변산,서해,2017,4,17-Apr,35.68772,126.53275,39,1,13,3,14,3,1,2,1,1,1,1,69,19,1,3,8,2,5,1,2,1,1,1,1,34,1.59,0,1.11,0.48,1.15,0.48,0,0.3,0,0,0,0,1.84,1.28,0,0.48,0.9,0.3,0.7,0,0.3,0,0,0,0,1.53
S05A,부안 변산,서해,2017,5,17-May,35.68772,126.53275,53,3,8,3,7,3,3,1,1,1,6,1,79,7,1.5,1.5,2,2,3,2,1,1,1,1.5,1,13.5,1.72,0.48,0.9,0.48,0.85,0.48,0.48,0,0,0,0.78,0,1.9,0.85,0.18,0.18,0.3,0.3,0.48,0.3,0,0,0,0.18,0,1.13
S05A,부안 변산,서해,2017,6,17-Jun,35.68772,126.53275,17,1,4,1,1,1,1,1,1,1,7,1,26,61,1,5,1,1,1,1,1,1,1,2,1,66,1.23,0,0.6,0,0,0,0,0,0,0,0.85,0,1.41,1.79,0,0.7,0,0,0,0,0,0,0,0.3,0,1.82
S06A,신안 임자도,서해,2008,2,08-Feb,35.13651,126.11484,82,4,19,9,2,3,4,3,1,3,2,10,131,13.9,1.1,1.2,1.9,1.05,2,1.5,1.5,1,1.01,1.1,2,18.26,1.91,0.6,1.28,0.95,0.3,0.48,0.6,0.48,0,0.48,0.3,1,2.12,1.14,0.04,0.08,0.28,0.02,0.3,0.18,0.18,0,0,0.04,0.3,1.26
S06A,신안 임자도,서해,2008,3,08-Mar,35.13651,126.11484,116,3,53,42,15,9,10,1,1,1,20,16,276,30.6,1.1,33,29.6,6.4,12.8,2.5,1,1,1,2.2,11.2,121.4,2.06,0.48,1.72,1.62,1.18,0.95,1,0,0,0,1.3,1.2,2.44,1.49,0.04,1.52,1.47,0.81,1.11,0.4,0,0,0,0.34,1.05,2.08
S06A,신안 임자도,서해,2008,4,08-Apr,35.13651,126.11484,196,6,137,14,5,8,8,5,4,11,22,5,410,62.1,1.2,57,12.2,3,3,2,21,1.1,1.1,2.05,3,157.75,2.29,0.78,2.14,1.15,0.7,0.9,0.9,0.7,0.6,1.04,1.34,0.7,2.61,1.79,0.08,1.76,1.09,0.48,0.48,0.3,1.32,0.04,0.04,0.31,0.48,2.2
S06A,신안 임자도,서해,2008,5,08-May,35.13651,126.11484,34,3,15,3,3,3,1,2,1,5,1,1,61,4.3,1.1,4,1.1,1.5,1.2,1,1.8,1,1.4,1,1,9.4,1.53,0.48,1.18,0.48,0.48,0.48,0,0.3,0,0.7,0,0,1.79,0.63,0.04,0.6,0.04,0.18,0.08,0,0.26,0,0.15,0,0,0.97
S06A,신안 임자도,서해,2008,6,08-Jun,35.13651,126.11484,105,1,4,15,1,5,5,2,1,4,6,1,139,122.5,1,4,13.8,1,2.2,1.8,1.3,1,1.2,1.5,1,141.3,2.02,0,0.6,1.18,0,0.7,0.7,0.3,0,0.6,0.78,0,2.14,2.09,0,0.6,1.14,0,0.34,0.26,0.11,0,0.08,0.18,0,2.15
S06A,신안 임자도,서해,2009,1,09-Jan,35.13651,126.11484,85,1,7,13,1,5,3,1,1,1,51,1,159,11.3,1,2.2,5.5,1,3,5.8,1,1,1,28.8,1,51.6,1.93,0,0.85,1.11,0,0.7,0.48,0,0,0,1.71,0,2.2,1.05,0,0.34,0.74,0,0.48,0.76,0,0,0,1.46,0,1.71
S06A,신안 임자도,서해,2009,2,09-Feb,35.13651,126.11484,70,1,7,8,3,1,7,5,1,1,25,5,123,75.8,1,12.8,30.8,4.8,1,3.8,7.3,1,1,2.8,2.2,133.3,1.85,0,0.85,0.9,0.48,0,0.85,0.7,0,0,1.4,0.7,2.09,1.88,0,1.11,1.49,0.68,0,0.58,0.86,0,0,0.45,0.34,2.12
S06A,신안 임자도,서해,2009,3,09-Mar,35.13651,126.11484,37,1,52,10,1,2,4,1,1,1,9,1,109,2.1,1,2,10.7,1,1.2,1.7,1,1,1,1.2,1,13.9,1.57,0,1.72,1,0,0.3,0.6,0,0,0,0.95,0,2.04,0.32,0,0.3,1.03,0,0.08,0.23,0,0,0,0.08,0,1.14
S06A,신안 임자도,서해,2009,4,09-Apr,35.13651,126.11484,59,3,66,6,3,6,6,3,2,3,8,8,162,13.3,1.1,1.8,6.5,1.2,2.4,1.6,3,1.1,1.1,1.9,4.2,28.2,1.77,0.48,1.82,0.78,0.48,0.78,0.78,0.48,0.3,0.48,0.9,0.9,2.21,1.12,0.04,0.26,0.81,0.08,0.38,0.2,0.48,0.04,0.04,0.28,0.62,1.45
S06A,신안 임자도,서해,2009,5,09-May,35.13651,126.11484,70,4,78,11,3,2,4,3,1,1,25,1,192,5.6,1.1,24.2,14,1.2,1.1,1.1,1.3,1,1,4,1,45.6,1.85,0.6,1.89,1.04,0.48,0.3,0.6,0.48,0,0,1.4,0,2.28,0.75,0.04,1.38,1.15,0.08,0.04,0.04,0.11,0,0,0.6,0,1.66
S06A,신안 임자도,서해,2009,6,09-Jun,35.13651,126.11484,112,1,227,5,7,2,16,7,2,2,54,4,428,28.1,1,22,3.5,2,1.9,4.4,1.5,1.1,1.1,3.6,16.5,75.7,2.05,0,2.36,0.7,0.85,0.3,1.2,0.85,0.3,0.3,1.73,0.6,2.63,1.45,0,1.34,0.54,0.3,0.28,0.64,0.18,0.04,0.04,0.56,1.22,1.88
S06A,신안 임자도,서해,2010,1,10-Jan,35.13651,126.11484,269,1,88,4,1,19,23,2,8,4,101,1,510,26.4,1,32,3.1,1,10.6,4.2,7.2,1.8,1.1,19.7,1,98.1,2.43,0,1.94,0.6,0,1.28,1.36,0.3,0.9,0.6,2,0,2.71,1.42,0,1.51,0.49,0,1.03,0.62,0.86,0.26,0.04,1.29,0,1.99
S06A,신안 임자도,서해,2010,2,10-Feb,35.13651,126.11484,215,9,80,24,6,7,9,2,1,12,33,1,388,30,1.4,28,10.8,2,28,1.5,1.1,1,1.4,3.2,1,98.4,2.33,0.95,1.9,1.38,0.78,0.85,0.95,0.3,0,1.08,1.52,0,2.59,1.48,0.15,1.45,1.03,0.3,1.45,0.18,0.04,0,0.15,0.51,0,1.99
S06A,신안 임자도,서해,2010,3,10-Mar,35.13651,126.11484,161,1,192,21,7,1,10,4,1,5,76,37,505,29.2,1,43.8,13,1.7,1,2.5,1.6,1,1.1,40.5,4.4,129.8,2.21,0,2.28,1.32,0.85,0,1,0.6,0,0.7,1.88,1.57,2.7,1.47,0,1.64,1.11,0.23,0,0.4,0.2,0,0.04,1.61,0.64,2.11
S06A,신안 임자도,서해,2010,4,10-Apr,35.13651,126.11484,116,3,372,18,3,5,10,1,5,4,18,1,545,215,1.1,11,5,1.5,2,2.4,1,1.2,1.1,2,1,233.3,2.06,0.48,2.57,1.26,0.48,0.7,1,0,0.7,0.6,1.26,0,2.74,2.33,0.04,1.04,0.7,0.18,0.3,0.38,0,0.08,0.04,0.3,0,2.37
S06A,신안 임자도,서해,2010,5,10-May,35.13651,126.11484,127,2,127,5,7,1,4,3,5,4,56,5,335,25.9,1.1,38.6,6,1.9,1,1.8,1.4,1.2,1.1,6.2,1.5,76.7,2.1,0.3,2.1,0.7,0.85,0,0.6,0.48,0.7,0.6,1.75,0.7,2.53,1.41,0.04,1.59,0.78,0.28,0,0.26,0.15,0.08,0.04,0.79,0.18,1.88
S06A,신안 임자도,서해,2010,6,10-Jun,35.13651,126.11484,208,2,40,16,2,3,3,6,11,6,17,3,306,17,1.1,2.9,12,1.2,2,2,2,1.8,1.2,11.8,1.1,45.1,2.32,0.3,1.6,1.2,0.3,0.48,0.48,0.78,1.04,0.78,1.23,0.48,2.49,1.23,0.04,0.46,1.08,0.08,0.3,0.3,0.3,0.26,0.08,1.07,0.04,1.65
S06A,신안 임자도,서해,2011,1,11-Jan,35.13651,126.11484,344,2,61,45,2,9,21,16,1,10,1,2,503,22,1.1,4,42,1.1,4.4,4,3.4,1,1.5,1,1.1,75.6,2.54,0.3,1.79,1.65,0.3,0.95,1.32,1.2,0,1,0,0.3,2.7,1.34,0.04,0.6,1.62,0.04,0.64,0.6,0.53,0,0.18,0,0.04,1.88
S06A,신안 임자도,서해,2011,2,11-Feb,35.13651,126.11484,119,2,30,19,5,3,5,3,8,5,79,2,269,12.8,1.1,16.6,13,2,2.6,1.8,1.3,1.2,1.2,45.8,1.1,89.5,2.08,0.3,1.48,1.28,0.7,0.48,0.7,0.48,0.9,0.7,1.9,0.3,2.43,1.11,0.04,1.22,1.11,0.3,0.41,0.26,0.11,0.08,0.08,1.66,0.04,1.95
S06A,신안 임자도,서해,2011,3,11-Mar,35.13651,126.11484,50,3,9,10,2,1,3,1,4,7,22,4,105,7,1.2,3,14.8,1.1,1,1.1,1,1.1,1.1,30,1.1,52.5,1.7,0.48,0.95,1,0.3,0,0.48,0,0.6,0.85,1.34,0.6,2.02,0.85,0.08,0.48,1.17,0.04,0,0.04,0,0.04,0.04,1.48,0.04,1.72
S06A,신안 임자도,서해,2011,4,11-Apr,35.13651,126.11484,71,2,10,9,1,2,4,1,3,3,4,1,100,14,1.1,1.1,9.6,1,1.2,1.4,1,1.1,1.1,1.2,1,23.8,1.85,0.3,1,0.95,0,0.3,0.6,0,0.48,0.48,0.6,0,2,1.15,0.04,0.04,0.98,0,0.08,0.15,0,0.04,0.04,0.08,0,1.38
S06A,신안 임자도,서해,2011,5,11-May,35.13651,126.11484,160,1,68,15,4,1,5,3,3,7,8,1,265,42,1,10.7,13.4,1.2,1,2,1.6,1.1,1.2,1.4,1,66.6,2.2,0,1.83,1.18,0.6,0,0.7,0.48,0.48,0.85,0.9,0,2.42,1.62,0,1.03,1.13,0.08,0,0.3,0.2,0.04,0.08,0.15,0,1.82
S06A,신안 임자도,서해,2011,6,11-Jun,35.13651,126.11484,89,1,158,13,2,4,5,1,1,2,27,2,294,8.6,1,6.8,8,1.1,2.2,1.5,1,1,1.1,6.6,1.2,29.1,1.95,0,2.2,1.11,0.3,0.6,0.7,0,0,0.3,1.43,0.3,2.47,0.93,0,0.83,0.9,0.04,0.34,0.18,0,0,0.04,0.82,0.08,1.46
S06A,신안 임자도,서해,2012,1,12-Jan,35.13651,126.11484,89,1,19,12,2,1,7,2,2,3,13,2,142,32.4,1,7.6,8,1.4,1,1.6,1.2,1.1,1.1,3.4,1.2,50,1.95,0,1.28,1.08,0.3,0,0.85,0.3,0.3,0.48,1.11,0.3,2.15,1.51,0,0.88,0.9,0.15,0,0.2,0.08,0.04,0.04,0.53,0.08,1.7
S06A,신안 임자도,서해,2012,2,12-Feb,35.13651,126.11484,88,1,3,5,2,1,4,3,3,1,18,1,119,101,1,1.4,4.4,1.1,1,1.2,1.4,1.1,1,3.8,1,108.4,1.94,0,0.48,0.7,0.3,0,0.6,0.48,0.48,0,1.26,0,2.08,2,0,0.15,0.64,0.04,0,0.08,0.15,0.04,0,0.58,0,2.04
S06A,신안 임자도,서해,2012,3,12-Mar,35.13651,126.11484,90,7,14,14,2,8,5,1,3,2,19,4,158,12.6,1.2,6,15.4,1.1,4,1.4,1,1.1,1.2,1.8,3.4,39.2,1.95,0.85,1.15,1.15,0.3,0.9,0.7,0,0.48,0.3,1.28,0.6,2.2,1.1,0.08,0.78,1.19,0.04,0.6,0.15,0,0.04,0.08,0.26,0.53,1.59
S06A,신안 임자도,서해,2012,4,12-Apr,35.13651,126.11484,124,4,33,12,10,1,10,5,1,2,33,2,226,18.2,1.1,61.1,9.4,5,1,2.8,1.6,1,1.1,3.8,1.4,96.5,2.09,0.6,1.52,1.08,1,0,1,0.7,0,0.3,1.52,0.3,2.35,1.26,0.04,1.79,0.97,0.7,0,0.45,0.2,0,0.04,0.58,0.15,1.98
S06A,신안 임자도,서해,2012,5,12-May,35.13651,126.11484,161,1,22,7,6,3,30,10,4,6,39,7,285,11.8,1,20,7,2,1.8,5.8,3,1.4,1.2,6.8,3,53.8,2.21,0,1.34,0.85,0.78,0.48,1.48,1,0.6,0.78,1.59,0.85,2.45,1.07,0,1.3,0.85,0.3,0.26,0.76,0.48,0.15,0.08,0.83,0.48,1.73
S06A,신안 임자도,서해,2012,6,12-Jun,35.13651,126.11484,183,1,23,1,2,11,6,3,6,6,93,3,327,30.8,1,22,1,1.1,4.2,1.2,1.1,1.1,1.2,27,1.4,82.1,2.26,0,1.36,0,0.3,1.04,0.78,0.48,0.78,0.78,1.97,0.48,2.51,1.49,0,1.34,0,0.04,0.62,0.08,0.04,0.04,0.08,1.43,0.15,1.91
S06A,신안 임자도,서해,2013,1,13-Jan,35.13651,126.11484,85,1,21,21,5,11,10,1,1,12,98,1,256,13.8,1,9.4,42,2.2,3,3,1,1,1.2,58.4,1,126,1.93,0,1.32,1.32,0.7,1.04,1,0,0,1.08,1.99,0,2.41,1.14,0,0.97,1.62,0.34,0.48,0.48,0,0,0.08,1.77,0,2.1
S06A,신안 임자도,서해,2013,2,13-Feb,35.13651,126.11484,99,3,27,13,3,4,7,10,6,6,43,1,211,17,1.1,7.6,12,1.4,2.4,2.6,2,1.6,1.2,24.6,1,63.5,2,0.48,1.43,1.11,0.48,0.6,0.85,1,0.78,0.78,1.63,0,2.32,1.23,0.04,0.88,1.08,0.15,0.38,0.41,0.3,0.2,0.08,1.39,0,1.8
S06A,신안 임자도,서해,2013,3,13-Mar,35.13651,126.11484,105,1,58,7,7,3,16,10,4,6,148,4,358,11.8,1,33,3.2,2.2,1.8,3.2,3.4,1.4,1.2,43,1.8,96,2.02,0,1.76,0.85,0.85,0.48,1.2,1,0.6,0.78,2.17,0.6,2.55,1.07,0,1.52,0.51,0.34,0.26,0.51,0.53,0.15,0.08,1.63,0.26,1.98
S06A,신안 임자도,서해,2013,4,13-Apr,35.13651,126.11484,294,1,302,17,2,24,58,1,5,25,140,1,859,28.2,1,111,6,2,6,9,1,1.2,1.8,29,1,186.2,2.47,0,2.48,1.23,0.3,1.38,1.76,0,0.7,1.4,2.15,0,2.93,1.45,0,2.05,0.78,0.3,0.78,0.95,0,0.08,0.26,1.46,0,2.27
S06A,신안 임자도,서해,2013,5,13-May,35.13651,126.11484,68,1,165,22,1,16,17,1,8,2,39,1,330,30,1,17,47,1,1,4.2,1,1.4,1.1,14,1,108.7,1.83,0,2.22,1.34,0,1.2,1.23,0,0.9,0.3,1.59,0,2.52,1.48,0,1.23,1.67,0,0,0.62,0,0.15,0.04,1.15,0,2.04
S06A,신안 임자도,서해,2013,6,13-Jun,35.13651,126.11484,88,2,31,18,4,10,12,2,4,3,148,2,313,33,1.1,17,53.6,1.2,3.8,2,1.1,1.1,1.1,115,1.2,220.2,1.94,0.3,1.49,1.26,0.6,1,1.08,0.3,0.6,0.48,2.17,0.3,2.5,1.52,0.04,1.23,1.73,0.08,0.58,0.3,0.04,0.04,0.04,2.06,0.08,2.34
S06A,신안 임자도,서해,2014,1,14-Jan,35.13651,126.11484,77,1,23,20,6,11,9,1,1,6,84,1,229,7.2,1,7.2,49,2.2,3,3,1,1,1.1,55,1,120.7,1.89,0,1.36,1.3,0.78,1.04,0.95,0,0,0.78,1.92,0,2.36,0.86,0,0.86,1.69,0.34,0.48,0.48,0,0,0.04,1.74,0,2.08
S06A,신안 임자도,서해,2014,2,14-Feb,35.13651,126.11484,66,1,16,18,1,8,6,1,1,3,52,5,167,21.8,1,7.6,13,1,4,2,1,1,1.1,5.2,4,51.7,1.82,0,1.2,1.26,0,0.9,0.78,0,0,0.48,1.72,0.7,2.22,1.34,0,0.88,1.11,0,0.6,0.3,0,0,0.04,0.72,0.6,1.71
S06A,신안 임자도,서해,2014,3,14-Mar,35.13651,126.11484,88,1,43,14,5,9,7,1,1,1,33,3,195,11.2,1,16,22,2.2,3,2,1,1,1,5.8,2,57.2,1.94,0,1.63,1.15,0.7,0.95,0.85,0,0,0,1.52,0.48,2.29,1.05,0,1.2,1.34,0.34,0.48,0.3,0,0,0,0.76,0.3,1.76
S06A,신안 임자도,서해,2014,4,14-Apr,35.13651,126.11484,211,1,108,6,9,10,20,1,10,7,79,1,452,11,1,12.5,7.4,1.8,2.2,3,1,1.2,1.1,15.8,1,48,2.32,0,2.03,0.78,0.95,1,1.3,0,1,0.85,1.9,0,2.66,1.04,0,1.1,0.87,0.26,0.34,0.48,0,0.08,0.04,1.2,0,1.68
S06A,신안 임자도,서해,2014,5,14-May,35.13651,126.11484,64,3,23,5,3,2,5,1,3,3,26,1,128,8.2,1.1,14,3,1.2,1.2,2,1,1.1,1.1,9,1,32.9,1.81,0.48,1.36,0.7,0.48,0.3,0.7,0,0.48,0.48,1.41,0,2.11,0.91,0.04,1.15,0.48,0.08,0.08,0.3,0,0.04,0.04,0.95,0,1.52
S06A,신안 임자도,서해,2014,6,14-Jun,35.13651,126.11484,72,1,29,4,5,3,10,1,3,3,62,1,183,8.2,1,12.4,19,1.6,2,2.2,1,1.2,1.1,6,1,45.7,1.86,0,1.46,0.6,0.7,0.48,1,0,0.48,0.48,1.79,0,2.26,0.91,0,1.09,1.28,0.2,0.3,0.34,0,0.08,0.04,0.78,0,1.66
S06A,신안 임자도,서해,2015,1,15-Jan,35.13651,126.11484,85,6,25,14,3,16,11,1,1,1,113,1,266,9.1,2,4,12.7,1.1,3,4,1,1,1,61.7,1,90.6,1.93,0.78,1.4,1.15,0.48,1.2,1.04,0,0,0,2.05,0,2.42,0.96,0.3,0.6,1.1,0.04,0.48,0.6,0,0,0,1.79,0,1.96
S06A,신안 임자도,서해,2015,2,15-Feb,35.13651,126.11484,46,3,11,8,14,4,9,3,1,2,58,2,150,7.2,1.1,3,6.7,1.5,1.1,4,1.1,1,2,33,1.1,51.8,1.66,0.48,1.04,0.9,1.15,0.6,0.95,0.48,0,0.3,1.76,0.3,2.18,0.86,0.04,0.48,0.83,0.18,0.04,0.6,0.04,0,0.3,1.52,0.04,1.71
S06A,신안 임자도,서해,2015,3,15-Mar,35.13651,126.11484,55,3,20,4,3,1,2,1,2,3,15,1,99,207,1.1,5,121,1.1,1,1.5,1,1.1,1.1,3,1,333.9,1.74,0.48,1.3,0.6,0.48,0,0.3,0,0.3,0.48,1.18,0,2,2.32,0.04,0.7,2.08,0.04,0,0.18,0,0.04,0.04,0.48,0,2.52
S06A,신안 임자도,서해,2015,4,15-Apr,35.13651,126.11484,166,1,150,13,12,8,29,1,1,7,77,1,455,18.2,1,56,5.2,1.8,1.4,5,1,1,1.2,15,1,96.8,2.22,0,2.18,1.11,1.08,0.9,1.46,0,0,0.85,1.89,0,2.66,1.26,0,1.75,0.72,0.26,0.15,0.7,0,0,0.08,1.18,0,1.99
S06A,신안 임자도,서해,2015,5,15-May,35.13651,126.11484,122,3,21,10,6,5,19,5,4,6,58,1,249,11,1.1,20.2,4.4,1.8,2,3.8,2,1.2,1.2,9.2,1,47.9,2.09,0.48,1.32,1,0.78,0.7,1.28,0.7,0.6,0.78,1.76,0,2.4,1.04,0.04,1.31,0.64,0.26,0.3,0.58,0.3,0.08,0.08,0.96,0,1.68
S06A,신안 임자도,서해,2015,6,15-Jun,35.13651,126.11484,304,1,36,3,2,1,9,1,2,8,83,1,440,66,1,43,8,1.2,1,4.5,1,1.1,1.2,26,1,144,2.48,0,1.56,0.48,0.3,0,0.95,0,0.3,0.9,1.92,0,2.64,1.82,0,1.63,0.9,0.08,0,0.65,0,0.04,0.08,1.41,0,2.16
S06A,신안 임자도,서해,2016,1,16-Jan,35.13651,126.11484,214,3,50,9,5,4,8,1,2,6,80,2,373,39.8,1.1,23.2,8.7,1.2,2.3,2.9,1,1.1,1.2,38.2,1.1,110.8,2.33,0.48,1.7,0.95,0.7,0.6,0.9,0,0.3,0.78,1.9,0.3,2.57,1.6,0.04,1.37,0.94,0.08,0.36,0.46,0,0.04,0.08,1.58,0.04,2.04
S06A,신안 임자도,서해,2016,2,16-Feb,35.13651,126.11484,110,4,62,12,7,6,5,1,1,3,71,2,273,13.6,1.1,3.4,9.4,1.2,3.6,1.2,1,1,1.1,50.4,1.2,77.2,2.04,0.6,1.79,1.08,0.85,0.78,0.7,0,0,0.48,1.85,0.3,2.44,1.13,0.04,0.53,0.97,0.08,0.56,0.08,0,0,0.04,1.7,0.08,1.89
S06A,신안 임자도,서해,2016,3,16-Mar,35.13651,126.11484,67,1,109,6,7,6,3,1,1,2,40,2,234,9.6,1,67,9.4,1.8,2.4,1.2,1,1,1.1,14.4,3,101.9,1.83,0,2.04,0.78,0.85,0.78,0.48,0,0,0.3,1.6,0.3,2.37,0.98,0,1.83,0.97,0.26,0.38,0.08,0,0,0.04,1.16,0.48,2.01
S06A,신안 임자도,서해,2016,4,16-Apr,35.13651,126.11484,86,6,120,12,3,3,3,2,1,3,20,1,249,57,1.1,10.8,13.8,2,1.2,1.2,1.1,1,1.1,34.6,1,114.9,1.93,0.78,2.08,1.08,0.48,0.48,0.48,0.3,0,0.48,1.3,0,2.4,1.76,0.04,1.03,1.14,0.3,0.08,0.08,0.04,0,0.04,1.54,0,2.06
S06A,신안 임자도,서해,2016,5,16-May,35.13651,126.11484,66,3,19,7,9,3,3,2,1,5,15,2,124,21,1.1,11,4,3,1.5,1.2,1.1,1,1.2,7,1.2,43.3,1.82,0.48,1.28,0.85,0.95,0.48,0.48,0.3,0,0.7,1.18,0.3,2.09,1.32,0.04,1.04,0.6,0.48,0.18,0.08,0.04,0,0.08,0.85,0.08,1.64
S06A,신안 임자도,서해,2016,6,16-Jun,35.13651,126.11484,125,2,11,9,3,6,6,2,1,5,13,1,173,19,1.1,1.4,17,1.4,3.8,1.4,1.2,1,1.2,12,1,50.5,2.1,0.3,1.04,0.95,0.48,0.78,0.78,0.3,0,0.7,1.11,0,2.24,1.28,0.04,0.15,1.23,0.15,0.58,0.15,0.08,0,0.08,1.08,0,1.7
S06A,신안 임자도,서해,2017,1,17-Jan,35.13651,126.11484,54,2,12,11,2,2,4,1,1,1,31,1,111,26.5,1.1,4,11.5,1.1,1.1,1.7,1,1,1,13.6,1,53.6,1.73,0.3,1.08,1.04,0.3,0.3,0.6,0,0,0,1.49,0,2.05,1.42,0.04,0.6,1.06,0.04,0.04,0.23,0,0,0,1.13,0,1.73
